#Data from case M models
#Possible outcomes are contained in the 'result' column and are:
#    -ZAMS_L2_overflow: Contact at ZAMS would be deep enough to reach L2. Should merge.
#    -L2_overflow: Stars undergo deep contact reaching L2. Should merge.
#    -off_CHE: Rotational mixing is not efficient enough and one component evolves not chemichally homogeneous.
#    -PISN: One star in the system depletes helium inside the PISN range (60-130 Msun).
#    -double_BH: System should form double BHs (both stars deplete helium outside 60-130 Msun PISN range).
#    -convergence_error: Run did not complete due to convergence issues.
#    -missing_data: For misterious reasons the data for this model is missing/incomplete.
#The column had_contact specifies whether the system had a contact phase, it can have 3 values:
#    -0: No contact.
#    -1: Reached contact during the main sequence.
#    -2: System already at contact during ZAMS.
#Merge times and kerr parameters are provided assuming direct collapse. Even when a PISN is expected,
#these numbers are given due to possible uncertainties in the range for occurrence of PISN.
   log10(M_1i)(Msun)   qratio(M_2i/M_1i)           P_i(days)         metallicity              result         had_contact          M_1f(Msun)          M_2f(Msun)           P_f(days)     merge_time(Gyr)        Kerr_param_1        Kerr_param_2      he_core_mass_1       c_core_mass_1     total_mass_h1_1    total_mass_he4_1      he_core_mass_2       c_core_mass_2     total_mass_h1_2    total_mass_he4_2
               1.725               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.750               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.775               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.800               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.825               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.850               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.875               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.900               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.925               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.950               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.975               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.000               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.025               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.050               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.075               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.100               1.000               0.400        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.125               1.000               0.400        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.150               1.000               0.400        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.175               1.000               0.400        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.200               1.000               0.400        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.225               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.250               1.000               0.400        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.275               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.300               1.000               0.400        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.325               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.350               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.375               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.400               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.425               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.450               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.475               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.500               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.525               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.550               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.575               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.600               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.625               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.650               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.675               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.700               1.000               0.400        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.400               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.425               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.450               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.475               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.500               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.525               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.550               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.575               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.600               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.625               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.650               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.675               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.700               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.725               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.750               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.775               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.800               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.825               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.850               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.875               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.900               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.925               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.950               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.975               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.000               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.025               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.050               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.075               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.100               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.125               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.150               1.000               0.425        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.175               1.000               0.425        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.200               1.000               0.425        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.225               1.000               0.425        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.250               1.000               0.425        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.275               1.000               0.425        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.300               1.000               0.425        2.371374e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.325               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.350               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.375               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.400               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.425               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.450               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.475               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.500               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.525               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.550               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.575               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.600               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.625               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.650               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.675               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.700               1.000               0.425        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.400               1.000               0.450        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.425               1.000               0.450        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.450               1.000               0.450        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.475               1.000               0.450        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.500               1.000               0.450        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.525               1.000               0.450        2.371374e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
